  -9.6771481e+00	  -5.9297597e+00	   3.2532742e+01	
  -9.2972832e+00	  -5.4575833e+00	   3.2209338e+01	
  -8.9111891e+00	  -5.0385576e+00	   3.1832871e+01	
  -8.5245840e+00	  -4.6738012e+00	   3.1412581e+01	
  -8.1426721e+00	  -4.3629053e+00	   3.0957161e+01	
  -7.7700622e+00	  -4.1042487e+00	   3.0474559e+01	
  -7.4107243e+00	  -3.8953111e+00	   2.9971876e+01	
  -7.0679792e+00	  -3.7329652e+00	   2.9455325e+01	
  -6.7445154e+00	  -3.6137326e+00	   2.8930260e+01	
  -6.4424261e+00	  -3.5339984e+00	   2.8401224e+01	
  -6.1632622e+00	  -3.4901819e+00	   2.7872041e+01	
  -5.9080929e+00	  -3.4788662e+00	   2.7345903e+01	
  -5.6775724e+00	  -3.4968896e+00	   2.6825470e+01	
  -5.4720069e+00	  -3.5414060e+00	   2.6312964e+01	
  -5.2914189e+00	  -3.6099188e+00	   2.5810257e+01	
  -5.1356091e+00	  -3.7002940e+00	   2.5318943e+01	
  -5.0042113e+00	  -3.8107580e+00	   2.4840414e+01	
  -4.8967424e+00	  -3.9398837e+00	   2.4375913e+01	
  -4.8126454e+00	  -4.0865688e+00	   2.3926588e+01	
  -4.7513260e+00	  -4.2500084e+00	   2.3493532e+01	
  -4.7121830e+00	  -4.4296646e+00	   2.3077823e+01	
  -4.6946328e+00	  -4.6252336e+00	   2.2680552e+01	
  -4.6981285e+00	  -4.8366127e+00	   2.2302857e+01	
  -4.7221737e+00	  -5.0638649e+00	   2.1945943e+01	
  -4.7663319e+00	  -5.3071847e+00	   2.1611106e+01	
  -4.8302314e+00	  -5.5668617e+00	   2.1299758e+01	
  -4.9135669e+00	  -5.8432435e+00	   2.1013442e+01	
  -5.0160961e+00	  -6.1366962e+00	   2.0753857e+01	
  -5.1376339e+00	  -6.4475624e+00	   2.0522867e+01	
  -5.2780425e+00	  -6.7761149e+00	   2.0322524e+01	
  -5.4372177e+00	  -7.1225064e+00	   2.0155074e+01	
  -5.6150717e+00	  -7.4867125e+00	   2.0022971e+01	
  -5.8115116e+00	  -7.8684691e+00	   1.9928872e+01	
  -6.0264140e+00	  -8.2672014e+00	   1.9875637e+01	
  -6.2595940e+00	  -8.6819464e+00	   1.9866313e+01	
  -6.5107709e+00	  -9.1112671e+00	   1.9904098e+01	
  -6.7795270e+00	  -9.5531610e+00	   1.9992303e+01	
  -7.0652626e+00	  -1.0004964e+01	   2.0134275e+01	
  -7.3671458e+00	  -1.0463253e+01	   2.0333306e+01	
  -7.6840576e+00	  -1.0923757e+01	   2.0592511e+01	
  -8.0145347e+00	  -1.1381274e+01	   2.0914665e+01	
  -8.3567103e+00	  -1.1829614e+01	   2.1302012e+01	
  -8.7082576e+00	  -1.2261577e+01	   2.1756032e+01	
  -9.0663380e+00	  -1.2668978e+01	   2.2277183e+01	
  -9.4275596e+00	  -1.3042735e+01	   2.2864607e+01	
  -9.7879522e+00	  -1.3373040e+01	   2.3515841e+01	
  -1.0142965e+01	  -1.3649620e+01	   2.4226528e+01	
  -1.0487495e+01	  -1.3862099e+01	   2.4990170e+01	
  -1.0815950e+01	  -1.4000464e+01	   2.5797962e+01	
  -1.1122357e+01	  -1.4055609e+01	   2.6638728e+01	
  -1.1400513e+01	  -1.4019950e+01	   2.7499015e+01	
  -1.1644183e+01	  -1.3888043e+01	   2.8363355e+01	
  -1.1847333e+01	  -1.3657169e+01	   2.9214728e+01	
  -1.2004400e+01	  -1.3327801e+01	   3.0035205e+01	
  -1.2110557e+01	  -1.2903901e+01	   3.0806753e+01	
  -1.2161989e+01	  -1.2392980e+01	   3.1512121e+01	
  -1.2156124e+01	  -1.1805890e+01	   3.2135759e+01	
  -1.2091809e+01	  -1.1156354e+01	   3.2664647e+01	
  -1.1969417e+01	  -1.0460252e+01	   3.3088967e+01	
  -1.1790869e+01	  -9.7347492e+00	   3.3402534e+01	
  -1.1559557e+01	  -8.9973342e+00	   3.3602950e+01	
  -1.1280194e+01	  -8.2648873e+00	   3.3691481e+01	
  -1.0958587e+01	  -7.5528538e+00	   3.3672673e+01	
  -1.0601364e+01	  -6.8745991e+00	   3.3553783e+01	
  -1.0215675e+01	  -6.2409846e+00	   3.3344102e+01	
  -9.8088923e+00	  -5.6601737e+00	   3.3054230e+01	
  -9.3883353e+00	  -5.1376468e+00	   3.2695396e+01	
  -8.9610239e+00	  -4.6763886e+00	   3.2278863e+01	
  -8.5334860e+00	  -4.2771974e+00	   3.1815457e+01	
  -8.1116134e+00	  -3.9390654e+00	   3.1315218e+01	
  -7.7005707e+00	  -3.6595857e+00	   3.0787190e+01	
  -7.3047503e+00	  -3.4353485e+00	   3.0239311e+01	
  -6.9277683e+00	  -3.2623017e+00	   2.9678404e+01	
